timestamp,pir,radar_conf,photo,score,threshold
22153430,0,1,0,8.8,8
22177549,0,1,0,8.8,8
22185649,0,1,0,8.8,8
22193659,0,0.125,0,6.2000004,8
22197689,0,0.875,0,6.4,8
22205789,0,0.125,0,5.8,8
22213880,0,0.875,0,6,8
22217920,0,0.125,0,5.6285716,8
22226090,0,0.875,0,5.8,8
22270650,0,1,0,8.8,8
22274680,0,0,0,5.2000004,8
22282759,1,0,0,4.4,8
22290919,0,0,0,0,8
22295009,0,0,0,0,8
22303139,0,0,0,0,8
22311280,1,0,0,0,8
22315319,0,0,0,0,8
22598429,0,0,0,0,8
22606569,0,0,0,0,8
22614729,1,0,0,0,8
22618749,0,0,0,0,8
22626889,0,0,0,0,8
22634999,1,0,0,0,8
22643070,0,0,0,0,8
22647119,0,0,0,0,8
22913800,1,1,0,8.8,8
22921894,0,1,0,8.8,8
22926009,0,1,0,8.8,8
22934149,1,1,0,8.8,8
22938149,0,1,0,8.8,8
22946190,0,1,0,8.8,8
22958429,0,1,0,8.8,8
22962450,0,1,0,8.8,8
22970584,0,1,0,8.8,8
22978649,0,1,0,8.8,8
22982679,0,1,0,8.8,8
22990740,0,1,0,8.8,8
23051510,0,1,0,8.8,8
23055439,0,1,0,8.8,8
23063559,1,1,0,8.8,8
23067619,0,1,0,8.8,8
23075749,0,1,0,8.8,8
23083910,1,1,0,8.8,8
23091969,0,1,0,8.8,8
23096070,0,1,0,8.8,8
23104120,1,0.125,0,7.1333336,8
23112320,0,0.875,0,7.12,8
23116200,0,1,0,7.12,8
23124320,0,1,0,7.12,8
23132360,1,1,0,7.12,8
23140450,0,1,0,7.12,8
23144530,0,1,0,7.12,8
23152600,1,1,0,7.12,8
23156660,0,1,0,7.12,8
23164800,0,1,0,7.12,8
23172890,1,0,0,7.06,8
23181040,1,0,0,6.6400004,8
23185070,0,0,0,6.16,8
23193180,0,0,0,5.6800004,8
23201720,0,0,0,5.2000004,8
23205480,0,0,0,4.7200004,8
23213615,0,0,0,4.2400004,8
23221754,0,0,0,0,8
23286330,1,1,0,8.8,8
23294309,0,0.125,0,5.5,8
23298379,0,0,0,4.6,8
23350889,0,1,0,8.8,8
23354989,0,1,0,8.8,8
23363059,0,0.375,0,6.6,8
23371139,0,0,0,5.65,8
23375169,0,0,0,5.08,8
23383270,0,0,0,4.7000004,8
23391370,1,0,0,4.428571,8
23395450,0,0,0,4.225,8
23403570,0,0,0,4.066667,8
23411620,1,0.14285715,0,4.0085716,8
23415700,0,0,0,0,8
23423820,0,0,0,0,8
23431920,1,0,0,0,8
23440050,0,0,0,0,8
23500619,1,1,0,8.8,8
23508700,0,1,0,8.8,8
23512829,0,1,0,8.8,8
23520969,0,1,0,8.8,8
23529369,0,1,0,8.8,8
23533139,0,1,0,8.8,8
23541250,0,1,0,8.8,8
23549380,0,1,0,8.8,8
23711059,0,1,0,8.8,8
23715099,0,1,0,8.8,8
23723199,1,1,0,8.8,8
23727209,0,1,0,8.8,8
23735219,0,0,0,6.6400004,8
23743329,0,0,0,6,8
23763639,0,1,0,8.8,8
23836289,0,1,0,8.8,8
23840309,0,1,0,8.8,8
23848400,0,0.25,0,6.4,8
23856649,0,0.875,0,6.55,8
23864630,1,1,0,6.7599996,8
23868669,0,1,0,6.9,8
24034569,1,0.2,0,0,8
24042649,0,0,0,0,8
24070889,1,1,0,8.8,8
24078959,0,1,0,8.8,8
24083079,0,1,0,8.8,8
24091559,0,1,0,8.8,8
24099599,1,1,0,8.8,8
24103669,0,1,0,8.8,8
24196774,1,0.125,0,0,8
24200759,0,0.875,0,5.2000004,8
24208809,0,1,0,6,8
24216999,0,0.125,0,5.35,8
24548439,0,0.875,0,8.2,8
24556529,0,0.25,0,5.5,8
24791349,0,0.875,0,8.2,8
24795389,0,0.25,0,5.5,8
24803449,1,0,0,4.6,8
24807459,0,0.5,0,4.75,8
24815569,0,0,0,4.36,8
24823719,1,0,0,4.1,8
24827800,0,0.875,0,4.5142856,8
24835920,0,0.125,0,4.375,8
24844050,1,0.625,0,4.5333332,8
24848090,0,0.875,0,4.78,8
24880549,1,1,0,8.8,8
24884599,0,1,0,8.8,8
24892649,0,0.125,0,6.2000004,8
24900779,0,0.875,0,6.4,8
24908889,0,1,0,6.6400004,8
24917054,0,1,0,6.8,8
24925131,0,1,0,6.914285,8
24937269,1,0.5,0,4.8,8
24945379,0,0.125,0,2.7,8
25046549,0,0,0,0,8
25054579,0,0,0,0,8
25062659,0,0.875,0,4.2000004,8
25070809,0,1,0,5.05,8
25074919,0,0.875,0,5.44,8
25083009,0,0,0,5,8
25091130,1,0,0,4.6857144,8
25095260,0,0,0,4.4500004,8
25103420,0,0.875,0,4.7333336,8
25204904,0,0.125,0,0,8
25212989,0,0.875,0,5.2000004,8
25221129,0,1,0,6,8
25225179,0,1,0,6.4,8
25233320,0,0.125,0,5.8,8
25241359,0,0.875,0,6,8
25245360,0,1,0,6.2285716,8
25253380,0,1,0,6.4,8
25261450,0,1,0,6.533334,8
25265510,0,0.75,0,6.52,8
25273590,0,1,0,6.94,8
25301799,0,1,0,8.8,8
25305879,0,1,0,8.8,8
25313949,0,0.125,0,6.2000004,8
25463769,0,0.875,0,8.2,8
25467889,0,1,0,8.5,8
25565019,0,0.125,0,0,8
25573241,0,0.875,0,5.2000004,8
25763490,0,0.125,0,0,8
25771479,0,0.875,0,5.2000004,8
25779569,1,1,0,6,8
25783659,0,1,0,6.4,8
25791689,0,1,0,6.6400004,8
25799805,1,1,0,6.8,8
25803810,0,1,0,6.914285,8
25811941,0,1,0,7,8
25820020,1,1,0,7.066667,8
25828150,0,1,0,7.12,8
25848659,0,1,0,8.8,8
25856411,1,1,0,8.8,8
26050149,0,0.75,0,7.6,8
26058290,0,0.875,0,7.9,8
26078559,0,1,0,8.8,8
26086639,0,1,0,8.8,8
26094649,1,1,0,8.8,8
26102749,1,1,0,8.8,8
26471416,1,1,0,8.8,8
26475509,0,0.125,0,5.5,8
26483659,0,0.875,0,6,8
26491679,1,1,0,6.4,8
26499809,0,1,0,6.6400004,8
26503849,0,1,0,6.8,8
26512030,1,1,0,6.914285,8
26516060,0,0.25,0,6.55,8
26524130,0,0.875,0,6.6,8
26589099,0,1,0,8.8,8
26597149,0,1,0,8.8,8
26605239,0,1,0,8.8,8
26985359,0,1,0,8.8,8
26989400,0,1,0,8.8,8
26997479,0,0.125,0,6.2000004,8
27005579,1,0,0,5.35,8
27009569,0,0,0,4.84,8
27017640,0,0.875,0,5.2000004,8
27025670,0,0.125,0,4.9428572,8
27041779,1,0.625,0,5.4,8
27045849,0,0,0,2.7,8
27053959,0,0,0,0,8
27062119,1,0,0,0,8
27070269,0,0.875,0,4.2400004,8
27192079,0,1,0,8.8,8
27220279,0,1,0,8.8,8
27228339,1,1,0,8.8,8
27232349,0,1,0,8.8,8
27240409,0,1,0,8.8,8
27248499,0,1,0,8.8,8
27252549,0,1,0,8.8,8
27260630,0,1,0,8.8,8
27268700,0,1,0,8.8,8
27276740,0,1,0,8.8,8
27296939,0,1,0,8.8,8
27305079,1,0.125,0,5.5,8
27309130,0,0.875,0,6,8
27483269,1,1,0,8.8,8
27491400,0,0,0,5.2000004,8
27495489,0,0,0,4.4,8
27503589,0,0,0,0,8
27511599,1,0,0,0,8
27515669,0,0,0,0,8
27539999,1,0,0,0,8
27548149,0,0,0,0,8
27600569,0,0,0,0,8
27608689,1,0,0,0,8
27653409,0,0,0,0,8
27657429,0,0,0,0,8
27665439,0,0,0,0,8
27673599,0,0,0,0,8
27681609,1,1,0,0,8
27685669,0,0,0,0,8
27714262,1,0,0,0,8
27722419,0,0.375,0,0,8
28002400,0,0.125,0,0,8
28006499,0,0,0,0,8
28014549,0,0,0,0,8
28042939,0,0.875,0,8.2,8
28047039,0,0.125,0,5.2000004,8
28055059,0,0.25,0,4.8,8
28063099,1,0,0,4.3,8
28067139,0,0,0,4,8
28241159,1,0,0,0,8
28245179,0,0,0,0,8
28253219,0,0.375,0,0,8
28269549,0,1,0,8.8,8
28496249,0,1,0,8.8,8
28504339,1,1,0,8.8,8
28512469,0,1,0,8.8,8
28516509,0,1,0,8.8,8
28524639,0,0.75,0,8.56,8
28532759,1,0,0,6.6,8
28536760,0,0,0,6.0571428,8
28544880,0,0.875,0,6.175,8
28552911,0,1,0,6.3333336,8
28569114,0,1,0,8.8,8
28577189,0,1,0,8.8,8
28585539,0,0.125,0,6.2000004,8
28589579,0,0.875,0,6.4,8
28597749,0,1,0,6.6400004,8
28605839,0,1,0,6.8,8
28609950,0,1,0,6.914285,8
28618240,1,1,0,7,8
28626130,0,1,0,7.066667,8
28630160,0,1,0,7.12,8
28638270,1,0,0,6.6400004,8
28751589,1,1,0,8.8,8
28755609,0,1,0,8.8,8
28763769,0,1,0,8.8,8
28779969,0,1,0,8.8,8
28788059,0,1,0,8.8,8
28901519,0,0.125,0,0,8
28990459,0,0.875,0,8.2,8
28998599,0,1,0,8.5,8
29002609,0,1,0,8.6,8
29010679,0,1,0,8.650001,8
29200719,0,1,0,8.8,8
29208739,0,1,0,8.8,8
29439969,0,1,0,8.8,8
29448049,0,1,0,8.8,8
29456089,0,1,0,8.8,8
29800279,0,1,0,8.8,8
29893459,0,1,0,8.8,8
29897539,0,1,0,8.8,8
29978679,1,1,0,8.8,8
29986719,0,1,0,8.8,8
29990759,0,1,0,8.8,8
30310050,1,1,0,8.8,8
30318249,0,1,0,8.8,8
30322279,0,1,0,8.8,8
30330354,0,1,0,8.8,8
30459909,0,1,0,8.8,8
30468230,0,0.375,0,6.1,8
30476401,0,0.125,0,5.2000004,8
30484484,0,0.875,0,5.65,8
30492579,0,0.125,0,5.2000004,8
30496680,0,0.125,0,4.9,8
30504750,0,0.375,0,4.857143,8
30512950,0,1,0,5.2000004,8
30516990,0,1,0,5.4666668,8
30525090,0,0.625,0,5.5,8
30533170,0,0.875,0,5.44,8
30537270,0,1,0,5.74,8
30545401,0,0.375,0,5.86,8
30553470,0,1,0,5.9199996,8
30557461,0,1,0,6.3399996,8
30565520,0,1,0,6.7600008,8
30573640,0,1,0,7.06,8
30581780,0,1,0,7.06,8
30585860,0,1,0,7.06,8
30594040,1,1,0,7.2400004,8
30602120,0,1,0,7.3,8
30610240,0,1,0,7.3,8
30618370,0,0.25,0,7.2400004,8
30626480,1,0.875,0,7.1800002,8
30634590,0,1,0,7.1800002,8
31612969,0,1,0,8.8,8
31693989,0,1,0,8.8,8
31702069,1,1,0,8.8,8
31706099,0,0.625,0,7,8
31714140,0,0,0,5.9500004,8
31722229,0,0.875,0,6.16,8
31726289,0,1,0,6.4,8
31734430,0,1,0,6.571429,8
31742490,1,1,0,6.7000004,8
31746570,0,1,0,6.8,8
31754880,0,1,0,6.8800008,8
31762810,1,1,0,6.8800008,8
31766890,0,1,0,6.8800008,8
31774981,0,1,0,7.06,8
32204149,0,1,0,8.8,8
32208189,0,0,0,5.2000004,8
32216329,0,0,0,4.4,8
32224401,0,1,0,5.2000004,8
32228480,0,1,0,5.6800004,8
32236549,0,1,0,6,8
32244640,1,1,0,6.2285716,8
32252720,0,1,0,6.4,8
32256800,0,1,0,6.533334,8
32264900,0,1,0,6.6400004,8
32742289,0,1,0,8.8,8
33013309,0,0.125,0,0,8
33017329,0,0.875,0,5.2000004,8
33025402,0,1,0.0037598014,6,8
33033490,1,1,0.003955126,6.4,8
33102439,0,1,0,8.8,8
33110509,0,1,0.00666517,8.8,8
33833960,1,0.125,0.024097026,0,8
33838010,0,0,0.024316788,0,8
33846081,0,0,0.024585306,0,8
33858240,0,0.875,0.024341166,8.2,8
33862290,0,0.5,0.056446136,6.1,8
33870370,0,0,0.055591644,5,8
33878490,1,0,0.054200052,4.4500004,8
33882570,0,0.875,0.05324793,4.96,8
33890651,0,0.125,0.052661896,4.7000004,8
34306900,0,0.875,0.03762269,8.2,8
34314940,0,1,0.07111007,8.5,8
34323060,1,0.125,0.07360035,6,8
34327181,0,0.375,0.07513845,5.65,8
34335370,0,1,0.078971508,6.0400004,8
34343470,1,1,0.08246279,6.3,8
34347550,0,0.125,0.08368349,5.8857144,8
34602280,0,0.875,0.12718094,8.2,8
34610320,1,1,0.14895856,8.5,8
34614401,0,1,0.15013045,8.6,8
34622470,0,0.125,0.15335316,6.4,8
34662830,0,0.875,0.15303576,8.2,8
34670941,1,0.125,0.172542932,5.2000004,8
34679120,0,0,0.17483788,4.4,8
34683100,0,0,0.1761074,0,8
34691130,0,0.875,0.178304732,4.6,8
34699190,0,0.125,0.18077058,4.4,8
34703265,0,0.75,0.18172276,4.6857144,8
34751780,0,1,0.18079496,8.8,8
34760080,0,1,0.19523918,8.8,8
34768160,0,1,0.19599604,8.8,8
34776300,0,1,0.197216752,8.8,8
34820900,0,0.125,0.19213856,0,8
34833010,1,0.875,0.19284654,8.2,8
34837060,0,1,0.20539564,8.5,8
34845150,0,0.375,0.20544446,6.4,8
34853290,1,0.5,0.20583504,6.1,8
34857320,0,0,0.20610362,5.44,8
34865402,0,0.875,0.20717782,5.7000004,8
34873536,1,0.625,0.2076661,5.714286,8
34877581,0,1,0.208007932,5.9500004,8
34885720,0,1,0.2084474,6.133333,8
34962450,0,1,0.20810556,8.8,8
34970550,1,1,0.22202182,8.8,8
34974540,0,1,0.22399938,8.8,8
35063420,0,1,0.26844896,11,8
35071560,0,1,0.27269704,11,8
35079670,1,1,0.2764569,11,8
35083660,0,1,0.27860528,11,8
35091780,0,1,0.28253604,11,8
35099833,1,1,0.2855146,11,8
35103940,0,0.125,0.28658884,8.75,8
35112020,0,0,0.28863966,8.09375,8
35120120,0,0.875,0.29069042,8.166667,8
35261770,0,1,0.32132144,11,8
35269880,1,1,0.32232244,11,8
35278010,0,1,0.32373846,11,8
35282020,0,1,0.32471502,11,8
35290110,1,1,0.32596016,11,8
35298140,0,1,0.32915844,11,8
35302200,0,1,0.33008624,11,8
35310240,0,1,0.3320638,11,8
35314310,0,1,0.33335776,11,8
35322371,0,1,0.33599448,11,8
35330501,0,1,0.3379721,11,8
35334531,0,1,0.339095168,11,8
35346710,0,1,0.34410012,11,8
35354830,0,1,0.3464195,11,8
35403310,0,1,0.36138552,11,8
35411382,0,1,0.363241032,11,8
35419450,0,1,0.36482792,11,8
35427610,0,1,0.36607312,11,8
35609840,0,1,0.38049288,11,8
35613900,0,1,0.37998016,11,8
35621960,1,1,0.379101216,11,8
35626010,0,1,0.3782956,11,8
35771930,0,1,0.3625086,11,8
35893360,0,1,0.35374384,11,8
35901430,1,1,0.3535241,11,8
35905440,0,1,0.353353136,11,8
35921640,0,1,0.3524254,11,8
35929770,0,1,0.352376568,11,8
35937950,1,1,0.351912732,11,8
35941960,0,0,0.35193712,8,8
36042819,0,0,0.34788436,0,8
36440320,0,1,0.3608728,11,8
36464630,0,1,0.367708868,11,8
36468700,0,1,0.369002832,11,8
36476790,0,1,0.37141984,11,8
36484930,1,1,0.37570764,11,8
36488940,0,1,0.37685508,11,8
36497010,0,1,0.37956512,11,8
36505070,1,1,0.3814695,11,8
36513221,0,1,0.383398168,11,8
36517240,0,1,0.38410616,11,8
36525370,0,0.125,0.3849607,8.975,8
36533481,0,0.875,0.3862303,8.9,8
36614360,0,1,0.39538568,11,8
36622560,0,1,0.39687496,11,8
36630590,0,1,0.399218736,11,8
37184630,0,1,0.4547524,11,8
37192760,0,0,0.45416648,6.5,8
37200810,1,0,0.451554168,5.5,8
37204830,0,0,0.45101696,0,8
37212940,0,0,0.44935684,0,8
37273770,0,0,0.43544972,0,8
37281949,0,0,0.4352544,0,8
37286010,0,0,0.4339605,0,8
37294090,1,1,0.431421336,5,8
37302130,0,1,0.33594568,5.9,8
20970,0,1,0.431226016,11,8
85820,0,1,0.41528344,11,8
93950,1,0,0.41716336,6.5,8
97990,0,0,0.41892116,5.5,8
106060,0,0,0.4225101,0,8
114160,1,0,0.4240238,0,8
118260,0,0,0.42522012,0,8
126400,0,0,0.42648964,0,8
134541,1,0,0.426660536,0,8
138571,0,0,0.426831432,0,8
146610,0,0,0.4267338,0,8
154691,1,0,0.426343136,0,8
158731,0,0,0.4258793,0,8
166931,0,0,0.423901736,0,8
174963,1,0,0.420630216,0,8
179031,0,0,0.419092068,0,8
187171,0,0,0.41491724,0,8
195183,0,0,0.41101092,0,8
199211,0,0,0.40900892,0,8
207321,0,0,0.40686048,0,8
